WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;3.03
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
08:00:02;257.0;0.02;7;161.1;0.00;0;223.7;0.00;224.0;0.00;224.8;0.00;7;0;23.1
08:05:06;277.9;0.03;11;360.2;0.00;0;226.9;0.00;227.2;0.00;228.3;0.00;11;0;27.2
08:10:10;352.2;0.03;11;331.5;0.00;0;226.7;0.00;227.1;0.00;228.2;0.00;11;0;27.7
08:15:14;494.8;0.01;9;187.2;0.00;0;226.5;0.00;226.7;0.00;227.8;0.00;9;0;28.0
08:20:18;512.7;0.01;7;189.1;0.00;0;226.3;0.00;226.5;0.00;227.6;0.00;7;0;28.2
08:25:22;518.8;0.01;7;190.5;0.00;0;226.4;0.00;226.9;0.00;227.7;0.00;7;0;28.3
08:30:26;524.6;0.01;8;239.8;0.00;0;226.3;0.00;226.9;0.00;227.6;0.00;8;0;28.4
08:35:30;530.4;0.01;6;452.0;0.00;0;226.4;0.00;226.7;0.00;227.4;0.00;6;0;28.6
08:40:34;499.3;0.07;36;373.5;0.00;0;226.7;0.33;226.9;0.34;227.8;0.33;36;25;29.0
08:45:38;393.1;0.16;65;226.2;0.00;0;226.5;0.77;227.0;0.78;227.8;0.77;65;61;29.7
08:50:42;393.1;0.18;70;226.2;0.00;0;226.6;0.77;227.3;0.79;228.1;0.77;70;67;30.3
08:55:46;393.1;0.21;86;226.2;0.00;0;226.7;0.77;227.3;0.79;228.1;0.78;86;85;30.9
09:00:50;393.1;0.24;94;226.2;0.00;0;226.3;0.78;226.9;0.79;227.7;0.79;94;91;31.4
09:05:54;393.1;0.28;111;226.2;0.01;3;226.1;0.78;227.0;0.79;227.5;0.80;115;111;31.8
09:10:58;393.1;0.32;127;226.2;0.02;6;226.4;0.79;227.1;0.80;227.9;0.82;133;126;32.2
09:16:02;393.1;0.34;136;226.2;0.03;8;226.6;0.81;227.3;0.81;228.0;0.83;145;141;32.6
09:21:06;393.1;0.35;137;226.2;0.03;7;227.2;0.81;227.4;0.81;228.3;0.83;145;138;33.0
09:26:10;393.1;0.39;157;226.2;0.05;11;227.0;0.82;227.3;0.82;228.3;0.84;168;164;33.2
09:31:14;393.1;0.42;165;226.2;0.06;15;226.7;0.83;227.2;0.82;228.0;0.84;180;177;33.5
09:36:18;393.1;0.42;167;226.2;0.06;15;226.5;0.84;226.9;0.82;227.5;0.84;183;178;33.8
09:41:22;393.1;0.46;184;226.2;0.08;20;226.2;0.84;226.7;0.83;227.2;0.85;204;201;34.0
09:46:26;393.1;0.46;181;226.2;0.07;17;226.0;0.84;226.4;0.83;227.2;0.84;199;192;34.2
09:51:30;393.1;0.47;188;226.2;0.08;19;226.0;0.85;226.3;0.83;227.1;0.85;207;201;34.4
09:56:34;460.0;0.51;237;226.2;0.11;26;226.0;0.87;226.2;0.86;226.9;0.86;263;257;34.6
10:01:38;493.5;0.51;254;226.2;0.12;27;226.2;0.88;226.6;0.86;227.3;0.87;282;274;34.7
10:06:42;499.2;0.46;233;226.2;0.10;22;226.1;0.87;226.5;0.85;227.1;0.86;255;250;34.9
10:11:46;487.5;0.52;257;226.2;0.12;27;226.0;0.89;226.2;0.87;227.1;0.87;285;279;35.0
10:16:50;489.6;0.53;260;226.2;0.12;28;225.9;0.89;226.1;0.87;227.1;0.87;288;280;35.1
10:21:54;489.3;0.51;253;226.2;0.11;26;225.5;0.88;225.7;0.86;226.8;0.87;280;273;35.2
10:26:58;486.6;0.54;267;226.2;0.13;29;225.5;0.89;225.9;0.87;226.9;0.87;296;288;35.3
10:32:02;489.8;0.57;284;226.2;0.15;34;225.7;0.90;226.1;0.89;226.8;0.89;318;312;35.4
10:37:06;503.0;0.62;313;226.2;0.17;40;225.3;0.93;225.7;0.92;226.6;0.91;353;347;35.5
10:42:10;506.1;0.59;302;226.2;0.16;37;225.3;0.92;225.8;0.91;226.4;0.90;340;334;35.6
10:47:14;503.0;0.61;311;226.2;0.17;39;225.2;0.92;225.6;0.91;226.4;0.91;350;344;35.7
10:52:18;489.9;0.73;360;226.2;0.22;50;225.4;0.98;225.8;0.97;226.6;0.96;410;399;35.8
10:57:22;504.4;0.75;383;226.2;0.24;55;225.4;1.00;225.8;0.99;226.5;0.98;439;430;35.9
11:02:26;493.9;0.74;366;226.2;0.22;51;225.1;0.98;225.4;0.97;226.4;0.96;418;407;36.0
11:07:30;491.7;0.71;351;226.2;0.21;47;225.5;0.97;225.9;0.95;226.8;0.94;398;392;36.0
11:12:34;496.5;0.68;342;226.2;0.20;45;225.3;0.96;225.8;0.94;226.8;0.93;388;381;36.1
11:17:38;501.1;0.65;328;226.2;0.19;43;225.4;0.94;225.9;0.92;226.7;0.91;372;363;36.2
11:22:42;501.2;0.83;419;226.2;0.28;64;225.7;1.04;226.2;1.03;227.2;1.02;483;473;36.2
11:27:46;504.2;0.86;435;226.4;0.29;66;226.0;1.06;226.4;1.05;227.4;1.04;501;491;36.3
11:32:51;498.7;0.78;391;226.2;0.25;57;225.9;1.01;226.5;1.00;227.3;0.98;448;434;36.3
11:37:55;504.0;0.85;432;226.2;0.29;66;225.6;1.06;226.6;1.05;227.2;1.03;498;489;36.4
11:42:59;500.8;0.80;405;226.2;0.26;60;225.5;1.03;225.9;1.02;226.9;1.00;465;456;36.5
11:48:03;501.1;0.89;446;226.2;0.30;69;225.5;1.08;226.0;1.06;226.9;1.05;516;506;36.5
11:53:07;501.2;0.91;460;226.2;0.32;73;225.6;1.10;226.2;1.08;226.7;1.07;533;526;36.5
11:58:11;508.5;0.97;498;226.2;0.36;81;225.4;1.14;226.1;1.13;226.6;1.11;579;567;36.6
12:03:15;502.0;0.90;451;226.2;0.30;69;225.2;1.08;225.7;1.06;226.2;1.05;521;509;36.6
12:08:19;508.9;0.95;487;226.2;0.34;78;224.9;1.13;225.3;1.12;226.1;1.10;566;555;36.7
12:13:23;503.1;0.96;483;226.2;0.34;78;224.9;1.12;225.2;1.11;226.2;1.09;561;550;36.7
12:18:27;501.8;0.90;453;226.2;0.31;70;225.4;1.08;225.8;1.07;226.7;1.05;523;511;36.7
12:23:31;505.8;0.83;424;226.2;0.28;64;226.0;1.05;226.2;1.03;227.4;1.02;489;480;36.7
12:28:35;503.2;0.91;462;226.2;0.32;73;225.9;1.09;226.1;1.08;227.4;1.06;535;523;36.8
12:33:39;505.0;1.00;507;226.2;0.36;82;226.0;1.15;226.3;1.13;227.5;1.12;589;575;36.8
12:38:43;502.9;0.95;478;226.2;0.33;75;225.6;1.12;226.2;1.10;227.2;1.08;554;543;36.9
