WR-Typ;Seriennummer;RS485-Adresse;IP-Adresse;Ertrag[kWh]
Powador 10.0 TL3;10.0TL01258079;1;0.0.0.0;40.42
Uhrzeit;Udc1[V];Idc1[A];Pdc1[W];Udc2[V];Idc2[A];Pdc2[W];Uac1[V];Iac1[A];Uac2[V];Iac2[A];Uac3[V];Iac3[A];Pdc[W];Pac[W];Tsys[°C]
07:15:44;253.6;0.04;12;464.8;0.00;0;231.0;0.00;232.0;0.00;232.2;0.00;12;0;26.7
07:20:48;509.2;0.01;9;188.8;0.00;0;230.9;0.00;231.9;0.00;232.2;0.00;9;0;27.7
07:25:52;549.8;0.01;10;323.6;0.00;0;231.0;0.01;232.0;0.02;232.3;0.01;10;1;28.1
07:30:56;419.4;0.18;78;226.1;0.00;2;231.5;0.79;232.6;0.80;232.7;0.79;80;77;28.9
07:36:00;397.0;0.25;103;214.6;0.03;8;231.8;0.79;232.7;0.81;232.8;0.79;111;109;29.7
07:41:04;397.1;0.32;128;214.6;0.14;30;231.6;0.22;232.5;0.22;232.7;0.22;158;155;30.4
07:46:08;397.1;0.47;187;214.6;0.14;31;232.0;0.83;232.8;0.84;233.3;0.83;219;216;31.0
07:51:12;492.2;0.54;270;214.6;0.21;45;232.0;0.88;232.8;0.89;233.3;0.88;316;308;31.5
07:56:16;521.7;0.64;334;214.6;0.34;74;232.1;0.96;233.0;0.97;233.4;0.96;409;402;32.0
08:01:20;530.0;0.75;402;214.7;0.65;141;232.2;1.09;233.1;1.09;233.5;1.08;544;534;32.4
08:06:24;509.1;1.00;512;214.6;0.81;174;232.1;1.24;233.0;1.23;233.5;1.22;686;668;32.8
08:11:28;485.0;1.51;734;251.7;1.00;251;232.2;1.61;233.0;1.60;233.5;1.58;986;975;33.1
08:16:32;510.2;1.67;856;471.4;1.06;500;232.1;2.08;232.9;2.06;233.5;2.04;1357;1335;33.4
08:21:36;528.8;1.83;969;564.4;1.04;589;232.1;2.35;232.9;2.34;233.5;2.31;1559;1539;33.7
08:26:40;518.5;1.98;1031;567.7;1.14;647;231.8;2.51;232.7;2.50;233.3;2.47;1679;1657;34.1
08:31:44;486.2;2.42;1178;568.5;1.26;721;231.4;2.81;232.3;2.80;233.0;2.78;1900;1876;34.4
08:36:48;464.5;2.85;1325;569.6;1.39;792;231.9;3.11;232.6;3.10;233.4;3.07;2118;2096;34.7
08:41:52;462.0;2.97;1374;566.5;1.42;805;232.1;3.20;233.1;3.18;233.5;3.16;2180;2157;35.1
08:46:56;470.0;3.49;1644;565.7;1.39;788;232.1;3.43;233.1;3.42;233.3;3.42;2434;2395;35.4
08:52:00;467.2;3.69;1725;560.9;1.45;816;232.1;3.58;233.0;3.57;233.2;3.56;2543;2497;35.7
08:57:04;476.7;3.94;1881;560.6;1.87;1048;232.1;4.23;233.1;4.23;233.3;4.20;2929;2899;36.0
09:02:08;486.4;4.15;2018;556.5;1.98;1104;232.0;4.50;232.6;4.50;233.6;4.47;3122;3089;36.3
09:07:12;503.8;4.40;2217;553.4;2.09;1158;231.6;4.86;232.6;4.85;233.2;4.82;3375;3338;36.7
